MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,25;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
355889;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;AVENIDA;ORCASUR;7;11081101;MU-51
355911;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;23/05/2016;CALLE;MIRASIERRA;35;20113222;MU-51
355912;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;23/05/2016;CALLE;MIRASIERRA;35;20113222;MU-51
355913;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;23/05/2016;CALLE;MIRASIERRA;35;20113222;MU-51
355914;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;23/05/2016;CALLE;MIRASIERRA;35;20113222;MU-51
356206;1049300 - MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;11/01/2016;CALLE;CERECINOS;8;11085155;MU-51
356207;1049301 - MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;11/01/2016;CALLE;CERECINOS;8;11085155;MU-51
356208;1049302 - MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;11/01/2016;CALLE;CERECINOS;8;11085155;MU-51
356503;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356504;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356505;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356506;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356507;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356508;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356509;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356510;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356511;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;25/02/2016;CALLE;CAMPOTEJAR;24;20155613;MU-51
356512;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;19/02/2016;PLAZA;ASOCIACION;1;31002588;MU-51
356513;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;19/02/2016;PLAZA;ASOCIACION;1;31002588;MU-51
356514;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;19/02/2016;PLAZA;ASOCIACION;1;31002588;MU-51
356657;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;16/02/2016;CALLE;TOLOSA;24;11080529;MU-51
356659;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;16/02/2016;CALLE;TOLOSA;24;11080529;MU-51
356660;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;16/02/2016;CALLE;TOLOSA;24;11080529;MU-51
357032;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/04/2016;AVENIDA;RAFAELA YBARRA;52;11085768;MU-51
357188;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;08/04/2016;CALLE;RICARDO BELTRAN Y ROZPIDE;14;20001172;MU-51
357189;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;08/04/2016;CALLE;RICARDO BELTRAN Y ROZPIDE;14;20001172;MU-51
357258;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;23/05/2016;CALLE;MIRASIERRA;35;20113222;MU-51
357600;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;20/05/2016;CALLE;HERMENEGILDO BIELSA;2A;31044454;MU-51
357601;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;20/05/2016;CALLE;HERMENEGILDO BIELSA;2A;31044454;MU-51
357602;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;20/05/2016;CALLE;HERMENEGILDO BIELSA;2A;31044454;MU-51
357603;MU-51 - Soporte de Bicicletas Universal;12;USERA;125;MOSCARDO;OPERATIVO;20/05/2016;CALLE;HERMENEGILDO BIELSA;2A;31044454;MU-51
357881;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/04/2016;AVENIDA;RAFAELA YBARRA;52;11085768;MU-51
357882;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/03/2016;CALLE;AVENA;11;31018932;MU-51
357883;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/03/2016;CALLE;AVENA;11;31018932;MU-51
357884;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/03/2016;CALLE;AVENA;11;31018932;MU-51
357885;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/03/2016;CALLE;AVENA;11;31018932;MU-51
357886;MU-51 - Soporte de Bicicletas Universal;12;USERA;126;ZOFIO;OPERATIVO;15/03/2016;CALLE;AVENA;11;31018932;MU-51
4749617;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;JOSE MARTINEZ DE VELASCO;18;20066362;MU-51
358107;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;04/02/2016;CALLE;DODGE;2B;31001086;MU-51
358108;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;04/02/2016;CALLE;DODGE;2B;31001086;MU-51
358109;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;04/02/2016;CALLE;DODGE;2B;31001086;MU-51
358110;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;04/02/2016;CALLE;DODGE;2B;31001086;MU-51
358370;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;CALLE;MOREJA;28;11081146;MU-51
358371;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;CALLE;MOREJA;28;11081146;MU-51
358372;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;CALLE;MOREJA;28;11081146;MU-51
358373;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;CALLE;MOREJA;28;11081146;MU-51
358391;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;AVENIDA;ORCASUR;7;11081101;MU-51
358392;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;AVENIDA;ORCASUR;7;11081101;MU-51
358393;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;AVENIDA;ORCASUR;7;11081101;MU-51
358394;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;AVENIDA;ORCASUR;7;11081101;MU-51
358438;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;PLAZA;PUEBLO;2;11081298;MU-51
358439;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;PLAZA;PUEBLO;2;11081298;MU-51
358440;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;25/02/2016;PLAZA;PUEBLO;2;11081298;MU-51
358484;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;26/02/2016;AVENIDA;ORCASUR;60;31016543;MU-51
358485;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;26/02/2016;AVENIDA;ORCASUR;60;31016543;MU-51
358487;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;26/02/2016;AVENIDA;ORCASUR;60;31016543;MU-51
358488;MU-51 - Soporte de Bicicletas Universal;12;USERA;122;ORCASUR;OPERATIVO;26/02/2016;AVENIDA;ORCASUR;60;31016543;MU-51
3566125;MU-51 - Soporte de Bicicletas Universal;12;USERA;127;PRADOLONGO;OPERATIVO;11/04/2016;CALLE;ELISA OCHOA;2;20111866;MU-51
3566127;- MU-51 - Soporte de Bicicletas Universal;12;USERA;123;SAN FERMIN;OPERATIVO;04/07/2017;CALLE;SILVINA;9;20141685;
3566128;- MU-51 - Soporte de Bicicletas Universal;12;USERA;123;SAN FERMIN;OPERATIVO;04/07/2017;CALLE;SILVINA;9;20141685;
3566131;- MU-51 - Soporte de Bicicletas Universal;12;USERA;123;SAN FERMIN;OPERATIVO;04/07/2017;CALLE;SILVINA;2;31013536;
7180037;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;146;VINATEROS;OPERATIVO;09/10/2020;Calle de l;Hacienda de Pavones;127;11102942;MU-51
7184000;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;CALLE;MONASTERIO DE LAS HUELGAS;17;31012156;MU-51
7185403;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;;Calle de;Cestona;3;11080531;MU-51
7186688;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;04/11/2020;CALLE;PADRE DAMIAN;34;11025579;MU-51
7244007;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;;Calle de;Antonio de Leyva;79;31014765;MU-51
7252438;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;19/11/2020;PASEO;CASTELLANA;180;11025643;MU-51
7180218;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;215;CORRALEJOS;OPERATIVO;09/10/2020;CALLE;RIBERA DEL SENA;21;20058524;MU-51
7181359;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;152;PUEBLO NUEVO;OPERATIVO;13/10/2020;CALLE;FRANCISCO VILLAESPESA;16;20182469;MU-51
7182543;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;201;SIMANCAS;OPERATIVO;16/10/2020;CALLE;JULIAN CAMARILLO;21;20042304;MU-51
4749637;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;PEZ VOLADOR;30;11011966;MU-51
4749639;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;PEZ VOLADOR;30;11011966;MU-51
4749640;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;PEZ VOLADOR;30;11011966;MU-51
163182;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;CALLE;BRONCE;1A;31025852;MU-51
166073;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;026;PALOS DE MOGUER;OPERATIVO;;RONDA;ATOCHA;17;11010412;MU-51
4749638;MU-51 - Soporte de Bicicletas Universal;03;RETIRO;033;ESTRELLA;OPERATIVO;;CALLE;PEZ VOLADOR;30;11011966;MU-51
7180035;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;146;VINATEROS;OPERATIVO;09/10/2020;Calle de l;Hacienda de Pavones;127;11102942;MU-51
7184001;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;21/10/2020;CALLE;MONASTERIO DE LAS HUELGAS;17;31012156;MU-51
7185401;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;;Calle de;Cestona;3;11080531;MU-51
7186689;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;054;HISPANOAMERICA;OPERATIVO;04/11/2020;CALLE;PADRE DAMIAN;34;11025579;MU-51
7244008;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;;Calle de;Antonio de Leyva;84;31014765;MU-51
7252439;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;19/11/2020;PASEO;CASTELLANA;180;11025643;MU-51
7180036;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;146;VINATEROS;OPERATIVO;09/10/2020;Calle de l;Hacienda de Pavones;127;11102942;MU-51
172912;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;RAMIREZ DE PRADO;6B;31030453;MU-51
7180219;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;215;CORRALEJOS;OPERATIVO;09/10/2020;CALLE;RIBERA DEL SENA;21;20058524;MU-51
7182545;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;19/10/2020;CALLE;ARTURO SORIA;330;11112691;MU-51
173966;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;;CALLE;CANARIAS;76;20135103;MU-51
7180038;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;146;VINATEROS;OPERATIVO;09/10/2020;Calle de l;Hacienda de Pavones;127;11102942;MU-51
4749759;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;04/04/2018;PASEO;ESTACION;2;31011912;
4749760;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;04/04/2018;PASEO;ESTACION;2;31011912;
4749762;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;04/04/2018;PASEO;ESTACION;2;31011912;
7180039;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;146;VINATEROS;OPERATIVO;09/10/2020;Calle de l;Hacienda de Pavones;127;11102942;MU-51
7181770;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;JUAN DUQUE;22;20007154;MU-51
7185402;MU-51 - Soporte de Bicicletas Universal;12;USERA;121;ORCASITAS;OPERATIVO;;Calle de;Cestona;3;11080531;MU-51
7186762;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;04/11/2020;CALLE;JOSE ORTEGA Y GASSET;24;11019510;MU-51
7244009;MU-51 - Soporte de Bicicletas Universal;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;;Calle de;Antonio de Leyva;84;31014765;MU-51
7252440;MU-51 - Soporte de Bicicletas Universal;05;CHAMARTIN;055;NUEVA ESPAÑA;OPERATIVO;19/11/2020;PASEO;CASTELLANA;180;11025643;MU-51
4749756;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;04/04/2018;PASEO;ESTACION;2;31011912;
4749761;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;174;LOS ROSALES;OPERATIVO;04/04/2018;PASEO;ESTACION;2;31011912;
7180033;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;08/10/2020;AVENIDA;GUADALAJARA;126;31051637;MU-51
7180220;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;215;CORRALEJOS;OPERATIVO;09/10/2020;CALLE;RIBERA DEL SENA;21;20058524;MU-51
7182546;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;19/10/2020;CALLE;ARTURO SORIA;330;11112691;MU-51
7180040;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;08/10/2020;AVENIDA;GUADALAJARA;126;31051637;MU-51
7181771;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;JUAN DUQUE;22;20007154;MU-51
7184004;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;AVENIDA;VENTISQUERO DE LA CONDESA;28;20088254;MU-51
7185537;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;30/10/2020;AVENIDA;ALBUFERA;319B;31051339;MU-51
7186763;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;04/11/2020;CALLE;JOSE ORTEGA Y GASSET;24;11019510;MU-51
7252498;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;086;VALVERDE;OPERATIVO;18/11/2020;CALLE;ALFREDO MARQUERIE;9;11045881;MU-51
7502095;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;024;LEGAZPI;OPERATIVO;;AVENIDA;PLANETARIO;13;20141801;MU-51
7180221;MU-51 - Soporte de Bicicletas Universal;21;BARAJAS;215;CORRALEJOS;OPERATIVO;09/10/2020;CALLE;RIBERA DEL SENA;21;20058524;MU-51
7182547;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;19/10/2020;CALLE;ARTURO SORIA;330;11112691;MU-51
131019;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;041;RECOLETOS;OPERATIVO;;PLAZA;INDEPENDENCIA;6;11013824;MU-51
131023;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;041;RECOLETOS;OPERATIVO;;PLAZA;INDEPENDENCIA;6;11013824;MU-51
7180043;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;09/10/2020;Avenida de;Doctor García Tapia;;;MU-51
7181772;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;JUAN DUQUE;22;20007154;MU-51
7184005;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;AVENIDA;VENTISQUERO DE LA CONDESA;28;20088254;MU-51
7185534;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;30/10/2020;CALLE;MARISMAS;14B;11099283;MU-51
7186764;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;04/11/2020;CALLE;JOSE ORTEGA Y GASSET;24;11019510;MU-51
7252500;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;18/11/2020;CALLE;ALEJANDRO DUMAS;2;20002575;MU-51
7502096;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;025;DELICIAS;OPERATIVO;11/12/2020;CALLE;ESTRELLA DENEBOLA;1;20141801;MU-51
7180223;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;13/10/2020;CALLE;ALCALA;553;20052900;MU-51
7182548;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;19/10/2020;CALLE;ARTURO SORIA;330;11112691;MU-51
7180041;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;09/10/2020;Avenida de;Doctor García Tapia;;;MU-51
7181773;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;;CALLE;JUAN DUQUE;22;20007154;MU-51
7184006;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;AVENIDA;VENTISQUERO DE LA CONDESA;28;20088254;MU-51
7185535;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;30/10/2020;AVENIDA;ALBUFERA;319B;31051339;MU-51
7186765;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;04/11/2020;CALLE;JOSE ORTEGA Y GASSET;24;11019510;MU-51
7180237;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;13/10/2020;CALLE;ALCALA;553;20052900;MU-51
7182549;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;159;COSTILLARES;OPERATIVO;19/10/2020;CALLE;ARTURO SORIA;330;11112691;MU-51
4749869;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;MU-51
4749870;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;MU-51
4749871;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;MU-51
4749868;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;MU-51
4749872;MU-51 - Soporte de Bicicletas Universal;01;CENTRO;014;JUSTICIA;OPERATIVO;;CALLE;BARCELO;2;11005231;MU-51
7180042;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;09/10/2020;Avenida de;Doctor García Tapia;;;MU-51
7180047;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;09/10/2020;Avenida de;Doctor García Tapia;;;MU-51
7181797;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;145;FONTARRON;OPERATIVO;13/10/2020;Plaza;Puerta del Sol;s/n;20152933;MU-51
7184007;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;AVENIDA;VENTISQUERO DE LA CONDESA;28;20088254;MU-51
7180238;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;13/10/2020;CALLE;ALCALA;553;20052900;MU-51
7180046;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;144;MEDIA LEGUA;OPERATIVO;09/10/2020;Avenida de;Doctor García Tapia;;;MU-51
7181796;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;145;FONTARRON;OPERATIVO;13/10/2020;Plaza;Puerta del Sol;s/n;;MU-51
7184008;MU-51 - Soporte de Bicicletas Universal;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;22/10/2020;AVENIDA;VENTISQUERO DE LA CONDESA;28;20088254;MU-51
7185539;MU-51 - Soporte de Bicicletas Universal;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;30/10/2020;AVENIDA;ALBUFERA;319B;31051339;MU-51
7186766;MU-51 - Soporte de Bicicletas Universal;04;SALAMANCA;046;CASTELLANA;OPERATIVO;04/11/2020;CALLE;JOSE ORTEGA Y GASSET;24;11019510;MU-51
7252501;MU-51 - Soporte de Bicicletas Universal;02;ARGANZUELA;021;IMPERIAL;OPERATIVO;18/11/2020;CALLE;ALEJANDRO DUMAS;2;20002575;MU-51
4755068;- MU-51 - Soporte de Bicicletas Universal;17;VILLAVERDE;173;BUTARQUE;OPERATIVO;09/04/2018;CALLE;BERROCAL;46;20178377;
7180044;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;08/10/2020;AVENIDA;GUADALAJARA;126;31051637;MU-51
7180239;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;13/10/2020;CALLE;ALCALA;553;20052900;MU-51
211089;MU-38 - Soporte bicicletas;08;FUENCARRAL-EL PARDO;083;PEÑA GRANDE;OPERATIVO;;CALLE;ROSALIA DE CASTRO;69;31015444;MU-38
211109;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;;AVENIDA;VENTISQUERO DE LA CONDESA;50;20088287;AP-2
212289;MU-38 - Soporte bicicletas;08;FUENCARRAL-EL PARDO;083;PEÑA GRANDE;OPERATIVO;;CALLE;ROSALIA DE CASTRO;69;31015444;MU-38
212291;AP-2 - Soporte de bicicletas no Normalizado;08;FUENCARRAL-EL PARDO;087;MIRASIERRA;OPERATIVO;;AVENIDA;VENTISQUERO DE LA CONDESA;50;20088287;AP-2
3566124;MU-51 - Soporte de Bicicletas Universal;12;USERA;127;PRADOLONGO;OPERATIVO;11/04/2016;CALLE;ELISA OCHOA;2;20111866;MU-51
7181798;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;145;FONTARRON;OPERATIVO;13/10/2020;Plaza;Puerta del Sol;s/n;;MU-51
7180097;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;08/10/2020;AVENIDA;GUADALAJARA;126;31051637;MU-51
7180240;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;208;EL SALVADOR;OPERATIVO;13/10/2020;CALLE;ALCALA;553;20052900;MU-51
7181795;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;145;FONTARRON;OPERATIVO;13/10/2020;Plaza;Puerta del Sol;s/n;;MU-51
7180098;MU-51 - Soporte de Bicicletas Universal;20;SAN BLAS-CANILLEJAS;205;ROSAS;OPERATIVO;08/10/2020;AVENIDA;GUADALAJARA;126;31051637;MU-51
7180255;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;13/10/2020;CALLE;MISTERIOS;2;11108206;MU-51
7181794;MU-51 - Soporte de Bicicletas Universal;14;MORATALAZ;145;FONTARRON;OPERATIVO;13/10/2020;Plaza;Puerta del Sol;s/n;20152933;MU-51
7180258;MU-51 - Soporte de Bicicletas Universal;15;CIUDAD LINEAL;153;QUINTANA;OPERATIVO;13/10/2020;CALLE;MISTERIOS;2;11108206;MU-51
352063;1045157 - MU-38 - Soporte bicicletas;12;USERA;123;SAN FERMIN;OPERATIVO;10/12/2015;CALLE;SAN MAXIMO;4;20075892;ACB
352419;ACB - Aparcabicis carril bicicletas;12;USERA;123;SAN FERMIN;OPERATIVO;29/02/2016;CAMINO;PERALES;90;31006054;ACB
